company_name,current_status,b_corp_profile,website,assessment_year,overall_score
ProtoTest,de-certified,bcorporation.net/directory/prototest,,2014,83
ProtoTest,de-certified,bcorporation.net/directory/prototest,,2012,84
"Ogden Publications, Inc.",de-certified,bcorporation.net/directory/ogden-publications-inc,www.ogdenpubs.com,2012,98.1
Actuality Media,de-certified,bcorporation.net/directory/actuality-media,actualitymedia.com,2012,104
Payton Communications LLC,de-certified,bcorporation.net/directory/payton-communications-llc,www.paytonpr.com,2012,88.1
"Brazil Impact Investing Management, LLC",de-certified,bcorporation.net/directory/brazil-impact-investing-management-llc,firstimpact.com.br,2014,83.5
Zero to Go,de-certified,bcorporation.net/directory/zero-to-go,www.zerotogo.org,2015,86.7
Zero to Go,de-certified,bcorporation.net/directory/zero-to-go,www.zerotogo.org,2012,81.3
"Blue Earth Consultants, LLC",de-certified,bcorporation.net/directory/blue-earth-consultants-llc,www.blueearthconsultants.com,2016,109.1
"Blue Earth Consultants, LLC",de-certified,bcorporation.net/directory/blue-earth-consultants-llc,www.blueearthconsultants.com,2013,101.9
"Sustainable Earth Solutions, Inc.",de-certified,bcorporation.net/directory/sustainable-earth-solutions-inc,www.sustainableearthsolutions.com,2014,122.5
"Sustainable Earth Solutions, Inc.",de-certified,bcorporation.net/directory/sustainable-earth-solutions-inc,www.sustainableearthsolutions.com,2012,107.5
People Against Dirty,de-certified,bcorporation.net/directory/people-against-dirty,www.methodhome.com,2017,146.4
People Against Dirty,de-certified,bcorporation.net/directory/people-against-dirty,www.methodhome.com,2015,131.9
People Against Dirty,de-certified,bcorporation.net/directory/people-against-dirty,www.methodhome.com,2014,120.8
People Against Dirty,de-certified,bcorporation.net/directory/people-against-dirty,www.methodhome.com,2013,120.6
National Foundry Products,de-certified,bcorporation.net/directory/national-foundry-products,www.national-foundry.com,2015,85.7
National Foundry Products,de-certified,bcorporation.net/directory/national-foundry-products,www.national-foundry.com,2013,80.4
National Foundry Products,de-certified,bcorporation.net/directory/national-foundry-products,www.national-foundry.com,2012,80.4
B'more Organic,de-certified,bcorporation.net/directory/bmore-organic,www.BmoreOrganic.com,2016,84.9
B'more Organic,de-certified,bcorporation.net/directory/bmore-organic,www.BmoreOrganic.com,2014,93.1
B'more Organic,de-certified,bcorporation.net/directory/bmore-organic,www.BmoreOrganic.com,2012,80
"Direct Dental Administrators, LLC",de-certified,bcorporation.net/directory/direct-dental-administrators-llc,www.directdentalplans.com,2016,97.2
"Direct Dental Administrators, LLC",de-certified,bcorporation.net/directory/direct-dental-administrators-llc,www.directdentalplans.com,2012,87.7
"Good Done Great, Inc.",de-certified,bcorporation.net/directory/good-done-great-inc,gooddonegreat.com,2015,83.5
"Good Done Great, Inc.",de-certified,bcorporation.net/directory/good-done-great-inc,gooddonegreat.com,2012,108.9
Next Generation Consulting,de-certified,bcorporation.net/directory/next-generation-consulting,www.rebeccaryan.com,2013,87.2
Route to Green SPA,de-certified,bcorporation.net/directory/route-to-green-spa,www.routetogreen.com,2016,80.3
Route to Green SPA,de-certified,bcorporation.net/directory/route-to-green-spa,www.routetogreen.com,2014,86.6
Route to Green SPA,de-certified,bcorporation.net/directory/route-to-green-spa,www.routetogreen.com,2012,80.3
Falcon & Singer P.C.,de-certified,bcorporation.net/directory/falcon-singer-pc,www.falconsinger.com,2015,83.7
Falcon & Singer P.C.,de-certified,bcorporation.net/directory/falcon-singer-pc,www.falconsinger.com,2013,81.5
BOULD,de-certified,bcorporation.net/directory/bould,bebould.com,2012,91.2
WorkSquare,de-certified,bcorporation.net/directory/worksquare,www.worksquare.com,2017,97.5
WorkSquare,de-certified,bcorporation.net/directory/worksquare,www.worksquare.com,2015,118
WorkSquare,de-certified,bcorporation.net/directory/worksquare,www.worksquare.com,2012,105.2
La Bicicleta Gesti¢n de Desarrollo,de-certified,bcorporation.net/directory/la-bicicleta-gesti¢n-de-desarrollo,www.labicicletagestiondedesarrollo.cl,2012,86.6
New Earth Athens,de-certified,bcorporation.net/directory/new-earth-athens,www.newearthmusichall.com,2013,82.8
Fulcrum Creatives,de-certified,bcorporation.net/directory/fulcrum-creatives,www.fulcrumcreatives.com,2016,94.6
Fulcrum Creatives,de-certified,bcorporation.net/directory/fulcrum-creatives,www.fulcrumcreatives.com,2014,98.4
Enves,de-certified,bcorporation.net/directory/enves,enves.com.co,2013,80.9
Bay Area Medical Academy,de-certified,bcorporation.net/directory/bay-area-medical-academy,www.bamasf.com/,2012,140.2
Project Repat,de-certified,bcorporation.net/directory/project-repat,projectrepat.com,2012,125.1
Cr Surf Travel Company,de-certified,bcorporation.net/directory/cr-surf-travel-company,www.crsurf.com,2012,80.8
Upcyclity Inc.,de-certified,bcorporation.net/directory/upcyclity-inc,www.upcyclity.com,2017,101.9
Upcyclity Inc.,de-certified,bcorporation.net/directory/upcyclity-inc,www.upcyclity.com,2015,103.1
Upcyclity Inc.,de-certified,bcorporation.net/directory/upcyclity-inc,www.upcyclity.com,2012,97.8
M_s Ambiente S.A.,de-certified,bcorporation.net/directory/ms-ambiente-sa,,2012,110.1
"JustNeem, LLC",de-certified,bcorporation.net/directory/justneem-llc,www.JustNeem.com,2013,82.2
"Software for Good, GBC",de-certified,bcorporation.net/directory/software-good-gbc,www.softwareforgood.com,2015,87.2
"Delight Co., Ltd.",de-certified,bcorporation.net/directory/delight-co-ltd,www.delight.co.kr/,2015,109.8
"Delight Co., Ltd.",de-certified,bcorporation.net/directory/delight-co-ltd,www.delight.co.kr/,2012,127.7
"Fabled Frog Soap, Inc",de-certified,bcorporation.net/directory/fabled-frog-soap-inc,www.fabledfrog.com,2014,93.5
"Fabled Frog Soap, Inc",de-certified,bcorporation.net/directory/fabled-frog-soap-inc,www.fabledfrog.com,2012,88.5
Greenlight Planet,de-certified,bcorporation.net/directory/greenlight-planet,www.greenlightplanet.com,2016,124.9
Greenlight Planet,de-certified,bcorporation.net/directory/greenlight-planet,www.greenlightplanet.com,2014,130.9
Greenlight Planet,de-certified,bcorporation.net/directory/greenlight-planet,www.greenlightplanet.com,2012,127.8
Takt-etik,de-certified,bcorporation.net/directory/takt-etik,takt-etik.com,2012,88.4
Impact Hub Los Angeles,de-certified,bcorporation.net/directory/impact-hub-los-angeles,impacthubla.com,2015,80.2
Impact Hub Los Angeles,de-certified,bcorporation.net/directory/impact-hub-los-angeles,impacthubla.com,2012,93.8
BSD Consulting Colombia,de-certified,bcorporation.net/directory/bsd-consulting-colombia,www.bsdconsulting.com,2013,80.3
Seeds Consulting,de-certified,bcorporation.net/directory/seeds-consulting,www.seedsconsulting.ca,2017,85.8
Seeds Consulting,de-certified,bcorporation.net/directory/seeds-consulting,www.seedsconsulting.ca,2015,88.7
The EarthKeeper Alliance,de-certified,bcorporation.net/directory/the-earthkeeper-alliance,www.earthkeeperalliance.com,2012,125.1
Totebag SRL,de-certified,bcorporation.net/directory/totebag-srl,www.ilovetotebag.com,2013,82.2
In Posse,de-certified,bcorporation.net/directory/in-posse,www.in-posse.com,2016,82.3
In Posse,de-certified,bcorporation.net/directory/in-posse,www.in-posse.com,2012,82.4
IZZY,de-certified,bcorporation.net/directory/izzy,www.izadaptive.com/,2012,86.2
La Costurera,de-certified,bcorporation.net/directory/la-costurera,www.lacosturera.org,2015,101.8
La Costurera,de-certified,bcorporation.net/directory/la-costurera,www.lacosturera.org,2013,105.7
BioPlaza SAS,de-certified,bcorporation.net/directory/bioplaza-sas,www.BioPlaza.org,2014,80.2
BioPlaza SAS,de-certified,bcorporation.net/directory/bioplaza-sas,www.BioPlaza.org,2012,80
Bend Law Group,de-certified,bcorporation.net/directory/bend-law-group,bendlawoffice.com,2016,81
Bend Law Group,de-certified,bcorporation.net/directory/bend-law-group,bendlawoffice.com,2015,81.3
Bend Law Group,de-certified,bcorporation.net/directory/bend-law-group,bendlawoffice.com,2014,83.3
POMADA,de-certified,bcorporation.net/directory/pomada,www.pomadaweb.com,2012,105.4
More Than Money LLC,de-certified,bcorporation.net/directory/more-money-llc,morethanmoneycareers.com/,2014,104.5
More Than Money LLC,de-certified,bcorporation.net/directory/more-money-llc,morethanmoneycareers.com/,2012,87.1
LATITUD 90,de-certified,bcorporation.net/directory/latitud-90,www.latitud90.com,2014,80.1
LATITUD 90,de-certified,bcorporation.net/directory/latitud-90,www.latitud90.com,2012,81.6
Advanced Innovation Center,de-certified,bcorporation.net/directory/advanced-innovation-center,www.aicchile.com,2012,86.5
Mugshots Coffeehouse,de-certified,bcorporation.net/directory/mugshots-coffeehouse,www.mugshotscoffeehouse.com,2016,80.2
Mugshots Coffeehouse,de-certified,bcorporation.net/directory/mugshots-coffeehouse,www.mugshotscoffeehouse.com,2015,80.5
Mugshots Coffeehouse,de-certified,bcorporation.net/directory/mugshots-coffeehouse,www.mugshotscoffeehouse.com,2014,87.6
B Revolution,de-certified,bcorporation.net/directory/b-revolution,www.brevolutionconsulting.com,2013,110.7
B Revolution,de-certified,bcorporation.net/directory/b-revolution,www.brevolutionconsulting.com,2012,120.6
SANTOSH,de-certified,bcorporation.net/directory/santosh,www.santoshayurveda.com,2013,81.1
The Projection Room,de-certified,bcorporation.net/directory/the-projection-room,www.theprojectionroom.com.au,2012,83.2
The Majora Carter Group LLC,de-certified,bcorporation.net/directory/the-majora-carter-group-llc,www.majoracartergroup.com,2015,89.6
The Majora Carter Group LLC,de-certified,bcorporation.net/directory/the-majora-carter-group-llc,www.majoracartergroup.com,2013,120.9
The Majora Carter Group LLC,de-certified,bcorporation.net/directory/the-majora-carter-group-llc,www.majoracartergroup.com,2012,119.3
"Compensation Venture Group, SPC",de-certified,bcorporation.net/directory/compensation-venture-group-spc,www.compensationventuregroup.com,2014,82.6
"Compensation Venture Group, SPC",de-certified,bcorporation.net/directory/compensation-venture-group-spc,www.compensationventuregroup.com,2013,80.1
Fledge LLC,de-certified,bcorporation.net/directory/fledge-llc,fledge.co,2014,111.2
Fledge LLC,de-certified,bcorporation.net/directory/fledge-llc,fledge.co,2012,117.7
OMBE,de-certified,bcorporation.net/directory/ombe,www.ombecenter.com,2013,81.4
"Fig Food Company, LLC",de-certified,bcorporation.net/directory/fig-food-company-llc,figfood.com,2016,89.9
"Fig Food Company, LLC",de-certified,bcorporation.net/directory/fig-food-company-llc,figfood.com,2013,81.3
Pacific Superfood Snacks,de-certified,bcorporation.net/directory/pacific-superfood-snacks,pacifickale.com,2013,127.4
Pacific Superfood Snacks,de-certified,bcorporation.net/directory/pacific-superfood-snacks,pacifickale.com,2012,124.2
No One Without,de-certified,bcorporation.net/directory/no-one-without,www.NoOneWithout.com,2012,93.5
Sustrana LLC,de-certified,bcorporation.net/directory/sustrana-llc,www.sustrana.com,2017,118.9
Sustrana LLC,de-certified,bcorporation.net/directory/sustrana-llc,www.sustrana.com,2015,114
Sustrana LLC,de-certified,bcorporation.net/directory/sustrana-llc,www.sustrana.com,2013,116.8
WattElse,de-certified,bcorporation.net/directory/wattelse,wattelse.com.au,2012,83.4
"FutureProof, LLC",de-certified,bcorporation.net/directory/futureproof-llc,www.futureproofsustainability.com,2012,122.7
Duggan's Funeral Service,de-certified,bcorporation.net/directory/duggans-funeral-service,www.duggansfuneralservice.com,2013,80.6
One Earth Designs,de-certified,bcorporation.net/directory/one-earth-designs,www.OneEarthDesigns.com,2016,163.1
One Earth Designs,de-certified,bcorporation.net/directory/one-earth-designs,www.OneEarthDesigns.com,2012,164.7
Tools4Change,de-certified,bcorporation.net/directory/tools4change,www.tools4change.biz,2013,96
Impresi¢n Uno,de-certified,bcorporation.net/directory/impresi¢n-uno,www.impresionuno.com,2017,81.2
Impresi¢n Uno,de-certified,bcorporation.net/directory/impresi¢n-uno,www.impresionuno.com,2015,84.4
Impresi¢n Uno,de-certified,bcorporation.net/directory/impresi¢n-uno,www.impresionuno.com,2013,80.2
Persistent Energy Partners,de-certified,bcorporation.net/directory/persistent-energy-partners,www.persistentenergypartners.com,2013,84.5
TreeTop Commons LLC,de-certified,bcorporation.net/directory/treetop-commons-llc,www.treetopcommons.com,2016,80.3
TreeTop Commons LLC,de-certified,bcorporation.net/directory/treetop-commons-llc,www.treetopcommons.com,2012,98.7
"SNP Strategies, Inc.",de-certified,bcorporation.net/directory/snp-strategies-inc,snpstrategies.com,2014,101.1
"SNP Strategies, Inc.",de-certified,bcorporation.net/directory/snp-strategies-inc,snpstrategies.com,2012,105.3
"HH Logistics Planning, LLC",de-certified,bcorporation.net/directory/hh-logistics-planning-llc,www.hhlogisticsplanning.com,2016,80
"HH Logistics Planning, LLC",de-certified,bcorporation.net/directory/hh-logistics-planning-llc,www.hhlogisticsplanning.com,2014,93
Impact Hub Seattle,de-certified,bcorporation.net/directory/impact-hub-seattle,impacthubseattle.com,2018,89.3
Impact Hub Seattle,de-certified,bcorporation.net/directory/impact-hub-seattle,impacthubseattle.com,2014,86
Piedmont Biofuels,de-certified,bcorporation.net/directory/piedmont-biofuels,,2012,156.3
Ellen Weinreb Csr Recruiting,de-certified,bcorporation.net/directory/ellen-weinreb-csr-recruiting,weinrebgroup.com,2012,105.1
Koopman Ostbo Marketing Communicatiion,de-certified,bcorporation.net/directory/koopman-ostbo-marketing-communicatiion,www.koopmanostbo.com,2016,82.8
Impactivo Consulting,de-certified,bcorporation.net/directory/impactivo-consulting,www.impactivo.com,2015,125.3
Impactivo Consulting,de-certified,bcorporation.net/directory/impactivo-consulting,www.impactivo.com,2013,90.6
Compass(x) Strategy,de-certified,bcorporation.net/directory/compassx-strategy,www.compassxstrategy.com,2017,108.1
Compass(x) Strategy,de-certified,bcorporation.net/directory/compassx-strategy,www.compassxstrategy.com,2015,100.9
Compass(x) Strategy,de-certified,bcorporation.net/directory/compassx-strategy,www.compassxstrategy.com,2012,95.1
"Viasyn, Inc.",de-certified,bcorporation.net/directory/viasyn-inc,www.viasyn.com,2016,92.6
"Viasyn, Inc.",de-certified,bcorporation.net/directory/viasyn-inc,www.viasyn.com,2013,95.5
Envirofit International Inc,de-certified,bcorporation.net/directory/envirofit-international-inc,www.envirofit.org,2014,120.4
"NextSpace Coworking & Innovation, Inc.",de-certified,bcorporation.net/directory/nextspace-coworking-innovation-inc,nextspace.us,2012,83.4
Local Food Lab,de-certified,bcorporation.net/directory/local-food-lab,,2012,116.4
Restore Capital,de-certified,bcorporation.net/directory/restore-capital,www.restorecapital.com,2013,91.1
Proyecto Importa,de-certified,bcorporation.net/directory/proyecto-importa,www.proyectoimporta.cl,2013,94.3
Montgomery & Hansen,de-certified,bcorporation.net/directory/montgomery-hansen,mh-llp.com,2014,82.6
RiskSOURCE Clark-Theders,de-certified,bcorporation.net/directory/risksource-clark-theders,www.risksource.com,2016,81.1
RiskSOURCE Clark-Theders,de-certified,bcorporation.net/directory/risksource-clark-theders,www.risksource.com,2012,81.8
DeDora Capital,de-certified,bcorporation.net/directory/dedora-capital,www.dedoracapital.com,2015,94
Mountain Challenge,de-certified,bcorporation.net/directory/mountain-challenge,www.mtnchallenge.com,2017,80.5
Mountain Challenge,de-certified,bcorporation.net/directory/mountain-challenge,www.mtnchallenge.com,2014,103.8
