company_name,current_status,b_corp_profile,website,assessment_year,overall_score
Positive Energy Solar,certified,bcorporation.net/directory/sunpower-positive-energy-solar,www.positiveenergysolar.com,2013,104.8
B+G and Partners,certified,bcorporation.net/directory/bg-and-partners,bgcom.ch,2019,80.2
Tony's Chocolonely,certified,bcorporation.net/directory/tonys-chocolonely,www.tonyschocolonely.com,2017,100.9
Tony's Chocolonely,certified,bcorporation.net/directory/tonys-chocolonely,www.tonyschocolonely.com,2014,113.1
Tony's Chocolonely,certified,bcorporation.net/directory/tonys-chocolonely,www.tonyschocolonely.com,2013,95.9
Red Megacentro,certified,bcorporation.net/directory/red-megacentro,www.redmegacentro.cl,2018,85.3
MiaDonna & Company,certified,bcorporation.net/directory/mia-donna-company,www.miadonna.com,2018,92.9
Dr. Bronner's,certified,bcorporation.net/directory/dr-bronners,drbronner.com,2017,177.8
Dr. Bronner's,certified,bcorporation.net/directory/dr-bronners,drbronner.com,2015,148.8
Be Inspired Films,certified,bcorporation.net/directory/be-inspired-films,www.beinspiredfilms.co.uk,2017,82.6
Be Inspired Films,certified,bcorporation.net/directory/be-inspired-films,www.beinspiredfilms.co.uk,2015,86.5
Mamotest,certified,bcorporation.net/directory/mamotest,www.mamotest.net,2018,132.8
Mamotest,certified,bcorporation.net/directory/mamotest,www.mamotest.net,2016,118.6
Colorado Capital Management,certified,bcorporation.net/directory/colorado-capital-management,coloradocap.com,2016,85.4
Colorado Capital Management,certified,bcorporation.net/directory/colorado-capital-management,coloradocap.com,2014,88.7
Amicus Solar Cooperative,certified,bcorporation.net/directory/amicus-solar-cooperative,amicussolar.com,2017,103.5
Amicus Solar Cooperative,certified,bcorporation.net/directory/amicus-solar-cooperative,amicussolar.com,2015,83.8
Bikmo,certified,bcorporation.net/directory/bikmo,bikmo.com,2018,84
Bicicla,certified,bcorporation.net/directory/bicicla,www.bicicla.com/web,2018,84.4
One Stone,certified,bcorporation.net/directory/one-stone,www.onestoneadvisors.com,2017,102.7
One Stone,certified,bcorporation.net/directory/one-stone,www.onestoneadvisors.com,2015,101.4
One Stone,certified,bcorporation.net/directory/one-stone,www.onestoneadvisors.com,2013,82.2
WonderWorks Consulting,certified,bcorporation.net/directory/wonderworks-consulting,www.wonderworksconsulting.com,2017,90.1
WonderWorks Consulting,certified,bcorporation.net/directory/wonderworks-consulting,www.wonderworksconsulting.com,2015,92.3
Boomera,certified,bcorporation.net/directory/boomera,boomera.com.br,2017,96.1
"MaineWorks, LLC",certified,bcorporation.net/directory/maineworks-llc,maineworks.us,2018,98.7
"MaineWorks, LLC",certified,bcorporation.net/directory/maineworks-llc,maineworks.us,2016,114.4
"MaineWorks, LLC",certified,bcorporation.net/directory/maineworks-llc,maineworks.us,2013,112.6
Just Ask Estate Services Limited,certified,bcorporation.net/directory/just-ask-estate-services-limited,justaskservices.co.uk,2018,83.4
BUNA,certified,bcorporation.net/directory/buna,www.buna.mx,2017,91.3
Yulu Public Relations Inc.,certified,bcorporation.net/directory/yulu-public-relations-inc,YuluPR.com,2017,87.1
Yulu Public Relations Inc.,certified,bcorporation.net/directory/yulu-public-relations-inc,YuluPR.com,2015,81.4
Cambridge Naturals,certified,bcorporation.net/directory/cambridge-naturals,www.cambridgenaturals.com,2016,86.2
Cambridge Naturals,certified,bcorporation.net/directory/cambridge-naturals,www.cambridgenaturals.com,2014,80.4
Via Gutenberg,certified,bcorporation.net/directory/gutenberg,www.viagutenberg.com.br,2017,114.4
Via Gutenberg,certified,bcorporation.net/directory/gutenberg,www.viagutenberg.com.br,2014,109.6
Teatulia Organic Teas,certified,bcorporation.net/directory/teatulia-organic-teas,www.teatulia.com,2018,81.9
Teatulia Organic Teas,certified,bcorporation.net/directory/teatulia-organic-teas,www.teatulia.com,2016,90.2
Teatulia Organic Teas,certified,bcorporation.net/directory/teatulia-organic-teas,www.teatulia.com,2013,87
Jahmu PBC,certified,bcorporation.net/directory/jahmu-pbc,jahmu.com,2017,85.5
La Tercera Mirada,certified,bcorporation.net/directory/la-tercera-mirada,www.la3mirada.com,2018,81
La Tercera Mirada,certified,bcorporation.net/directory/la-tercera-mirada,www.la3mirada.com,2015,94.1
La Tercera Mirada,certified,bcorporation.net/directory/la-tercera-mirada,www.la3mirada.com,2013,83
Impact Square,certified,bcorporation.net/directory/impact-square,www.impactsquare.com,2019,80.3
Impact Square,certified,bcorporation.net/directory/impact-square,www.impactsquare.com,2016,92.1
Impact Square,certified,bcorporation.net/directory/impact-square,www.impactsquare.com,2014,94
Moye White,certified,bcorporation.net/directory/moye-white,www.moyewhite.com,2018,80.5
Moye White,certified,bcorporation.net/directory/moye-white,www.moyewhite.com,2016,84.4
Moye White,certified,bcorporation.net/directory/moye-white,www.moyewhite.com,2014,83.2
Moye White,certified,bcorporation.net/directory/moye-white,www.moyewhite.com,2013,84.2
Aromas para el Alma,certified,bcorporation.net/directory/aromas-para-el-alma,www.aromas.co.cr,2018,85
Amavida Coffee and Trading,certified,bcorporation.net/directory/amavida-coffee-and-trading,www.amavida.com,2018,114.3
Amavida Coffee and Trading,certified,bcorporation.net/directory/amavida-coffee-and-trading,www.amavida.com,2016,133.3
Amavida Coffee and Trading,certified,bcorporation.net/directory/amavida-coffee-and-trading,www.amavida.com,2014,99.6
PHLUR,certified,bcorporation.net/directory/phlur,phlur.com,2017,88.3
Serversaurus,certified,bcorporation.net/directory/arktisma,serversaurus.com.au,2016,81.4
Serversaurus,certified,bcorporation.net/directory/arktisma,serversaurus.com.au,2014,86.2
Reunion Coffee Roasters,certified,bcorporation.net/directory/reunion-coffee-roasters,www.reunioncoffeeroasters.com,2018,109.3
Reunion Coffee Roasters,certified,bcorporation.net/directory/reunion-coffee-roasters,www.reunioncoffeeroasters.com,2015,94.5
Reunion Coffee Roasters,certified,bcorporation.net/directory/reunion-coffee-roasters,www.reunioncoffeeroasters.com,2013,83.8
"South Mountain Company, Inc.",certified,bcorporation.net/directory/south-mountain-company-inc,www.southmountain.com,2017,183
"South Mountain Company, Inc.",certified,bcorporation.net/directory/south-mountain-company-inc,www.southmountain.com,2015,184
"South Mountain Company, Inc.",certified,bcorporation.net/directory/south-mountain-company-inc,www.southmountain.com,2013,181.1
HUMIND,certified,bcorporation.net/directory/espacio-ve,www.humind.com,2018,80.1
HUMIND,certified,bcorporation.net/directory/espacio-ve,www.humind.com,2015,85.1
Council Fire LLC,certified,bcorporation.net/directory/council-fire-llc,councilfire.org,2017,133.4
Council Fire LLC,certified,bcorporation.net/directory/council-fire-llc,councilfire.org,2015,132.9
Council Fire LLC,certified,bcorporation.net/directory/council-fire-llc,councilfire.org,2013,162.1
Bates Wells,certified,bcorporation.net/directory/bates-wells-braithwaite-london-llp,www.bateswells.co.uk,2017,106.1
Bates Wells,certified,bcorporation.net/directory/bates-wells-braithwaite-london-llp,www.bateswells.co.uk,2014,108
MASECO Private Wealth,certified,bcorporation.net/directory/maseco-private-wealth,www.masecoprivatewealth.com,2016,80.7
MASECO Private Wealth,certified,bcorporation.net/directory/maseco-private-wealth,www.masecoprivatewealth.com,2013,88.1
GrantBook,certified,bcorporation.net/directory/grantbook,www.grantbook.org,2018,95.4
GrantBook,certified,bcorporation.net/directory/grantbook,www.grantbook.org,2016,91.1
GrantBook,certified,bcorporation.net/directory/grantbook,www.grantbook.org,2013,105.7
Ethinvest,certified,bcorporation.net/directory/ethinvest,ethinvest.com.au,2019,99
Ethinvest,certified,bcorporation.net/directory/ethinvest,ethinvest.com.au,2016,109.6
Ethinvest,certified,bcorporation.net/directory/ethinvest,ethinvest.com.au,2014,111.6
Abhati,certified,bcorporation.net/directory/abhati,www.abhati.ch,2017,84.3
Abhati,certified,bcorporation.net/directory/abhati,www.abhati.ch,2014,93.3
"The Green Engineer, Inc.",certified,bcorporation.net/directory/the-green-engineer-inc,www.greenengineer.com,2017,141.6
"The Green Engineer, Inc.",certified,bcorporation.net/directory/the-green-engineer-inc,www.greenengineer.com,2015,115.6
"The Green Engineer, Inc.",certified,bcorporation.net/directory/the-green-engineer-inc,www.greenengineer.com,2013,104.4
Mustard Seed Podiatry,certified,bcorporation.net/directory/mustard-seed-podiatry,mustardseedpodiatry.com.au,2017,82.6
True Impact,certified,bcorporation.net/directory/true-impact,www.trueimpact.com,2017,82.1
True Impact,certified,bcorporation.net/directory/true-impact,www.trueimpact.com,2015,87.9
True Impact,certified,bcorporation.net/directory/true-impact,www.trueimpact.com,2013,88.6
Riverside Natural Foods Ltd.,certified,bcorporation.net/directory/riverside-natural-foods-ltd,www.riversidenaturals.com,2017,81.1
Best Energy,certified,bcorporation.net/directory/best-energy,www.best-energy.cl,2017,118.4
Best Energy,certified,bcorporation.net/directory/best-energy,www.best-energy.cl,2015,112.5
Best Energy,certified,bcorporation.net/directory/best-energy,www.best-energy.cl,2013,91.7
Gary Community Investments,certified,bcorporation.net/directory/gary-community-investments,www.garycommunity.org,2018,118.2
Gary Community Investments,certified,bcorporation.net/directory/gary-community-investments,www.garycommunity.org,2016,106.1
Gary Community Investments,certified,bcorporation.net/directory/gary-community-investments,www.garycommunity.org,2014,91.2
Teak Media + Communication,certified,bcorporation.net/directory/teak-media-communication,www.teakmedia.com,2018,92.9
Teak Media + Communication,certified,bcorporation.net/directory/teak-media-communication,www.teakmedia.com,2015,88.2
Teak Media + Communication,certified,bcorporation.net/directory/teak-media-communication,www.teakmedia.com,2013,98.8
Allagash Brewing Company,certified,bcorporation.net/directory/allagash-brewing-company,www.allagash.com,2018,83.8
North Berkeley Wealth Management,certified,bcorporation.net/directory/north-berkeley-investment-partners,www.northberkeleywealth.com,2017,83.2
North Berkeley Wealth Management,certified,bcorporation.net/directory/north-berkeley-investment-partners,www.northberkeleywealth.com,2016,98.2
North Berkeley Wealth Management,certified,bcorporation.net/directory/north-berkeley-investment-partners,www.northberkeleywealth.com,2013,89.6
HLH,certified,bcorporation.net/directory/hawaiian-legacy-hardwoods,www.hawaiianlegacyhardwoods.com,2017,137.8
HLH,certified,bcorporation.net/directory/hawaiian-legacy-hardwoods,www.hawaiianlegacyhardwoods.com,2016,132.8
HLH,certified,bcorporation.net/directory/hawaiian-legacy-hardwoods,www.hawaiianlegacyhardwoods.com,2013,108
theturnlab inc.,certified,bcorporation.net/directory/theturnlab,theturnlab.com,2017,86.6
theturnlab inc.,certified,bcorporation.net/directory/theturnlab,theturnlab.com,2015,89.8
theturnlab inc.,certified,bcorporation.net/directory/theturnlab,theturnlab.com,2013,102.8
Upslope Brewing Company,certified,bcorporation.net/directory/upslope-brewing-company,www.upslopebrewing.com,2017,82.6
Charter School Business Management-FOREsight,certified,bcorporation.net/directory/charter-school-business-management-foresight,csbm.com,2018,87.4
Charter School Business Management-FOREsight,certified,bcorporation.net/directory/charter-school-business-management-foresight,csbm.com,2016,106.2
Charter School Business Management-FOREsight,certified,bcorporation.net/directory/charter-school-business-management-foresight,csbm.com,2013,112.9
Centro del Copiado,certified,bcorporation.net/directory/centro-del-copiado,www.centrodelcopiado.com,2018,80.6
s.e.e.d.,certified,bcorporation.net/directory/seed,www.seedcr.com,2017,88.2
s.e.e.d.,certified,bcorporation.net/directory/seed,www.seedcr.com,2015,85.7
Falcon Waterfree Technologies,certified,bcorporation.net/directory/falcon-waterfree-technologies,www.FalconWaterfree.com,2017,92.7
Falcon Waterfree Technologies,certified,bcorporation.net/directory/falcon-waterfree-technologies,www.FalconWaterfree.com,2015,93.7
Falcon Waterfree Technologies,certified,bcorporation.net/directory/falcon-waterfree-technologies,www.FalconWaterfree.com,2013,84.1
RE-LAB,certified,bcorporation.net/directory/re-lab,www.relabtech.com,2018,86.1
Encircled,certified,bcorporation.net/directory/encircled,www.encircled.ca,2017,91
Sustainable Business Consulting (www.sustainablebizconsulting.com),certified,bcorporation.net/directory/sustainable-business-consulting,www.sustainablebizconsulting.com,2018,103.2
Sustainable Business Consulting (www.sustainablebizconsulting.com),certified,bcorporation.net/directory/sustainable-business-consulting,www.sustainablebizconsulting.com,2016,107.1
Sustainable Business Consulting (www.sustainablebizconsulting.com),certified,bcorporation.net/directory/sustainable-business-consulting,www.sustainablebizconsulting.com,2013,102.7
"New Chapter, Inc",certified,bcorporation.net/directory/new-chapter-inc,www.newchapter.com,2017,104.1
"New Chapter, Inc",certified,bcorporation.net/directory/new-chapter-inc,www.newchapter.com,2015,93.3
"New Chapter, Inc",certified,bcorporation.net/directory/new-chapter-inc,www.newchapter.com,2013,99.5
"WasteZero, Inc.",certified,bcorporation.net/directory/wastezero-inc,www.wastezero.com,2018,89.9
"WasteZero, Inc.",certified,bcorporation.net/directory/wastezero-inc,www.wastezero.com,2015,96.3
"WasteZero, Inc.",certified,bcorporation.net/directory/wastezero-inc,www.wastezero.com,2013,80
Valley City Electronic Recycling,certified,bcorporation.net/directory/valley-city-electronic-recycling,www.valleycityer.com,2018,114.4
Dhana Inc.,certified,bcorporation.net/directory/dhana-inc,www.dhana.com,2016,151.9
Dhana Inc.,certified,bcorporation.net/directory/dhana-inc,www.dhana.com,2013,100.4
Morris Recruiting & Consulting,certified,bcorporation.net/directory/morris-recruiting-consulting,www.morrisrc.com,2017,96.4
Morris Recruiting & Consulting,certified,bcorporation.net/directory/morris-recruiting-consulting,www.morrisrc.com,2015,83.8
Morris Recruiting & Consulting,certified,bcorporation.net/directory/morris-recruiting-consulting,www.morrisrc.com,2013,86.2
Gerding Edlen,certified,bcorporation.net/directory/gerding-edlen,www.gerdingedlen.com,2017,95.7
Gerding Edlen,certified,bcorporation.net/directory/gerding-edlen,www.gerdingedlen.com,2015,100.2
"NorthStar Asset Management, Inc.",certified,bcorporation.net/directory/northstar-asset-management-inc,www.northstarasset.com,2018,128.1
"NorthStar Asset Management, Inc.",certified,bcorporation.net/directory/northstar-asset-management-inc,www.northstarasset.com,2016,111.7
Aoka,certified,bcorporation.net/directory/aoka,www.aoka.com.br,2015,97.1
Aoka,certified,bcorporation.net/directory/aoka,www.aoka.com.br,2013,89
Republik,certified,bcorporation.net/directory/republik,www.republik.ca,2017,84.8
Republik,certified,bcorporation.net/directory/republik,www.republik.ca,2015,83.1
Bi-Rite Market,certified,bcorporation.net/directory/bi-rite-market,www.biritemarket.com,2017,103.9
Bi-Rite Market,certified,bcorporation.net/directory/bi-rite-market,www.biritemarket.com,2015,94.5
Clearinghouse CDFI,certified,bcorporation.net/directory/clearinghouse-cdfi,clearinghousecdfi.com,2018,149.7
Clearinghouse CDFI,certified,bcorporation.net/directory/clearinghouse-cdfi,clearinghousecdfi.com,2016,140.1
Clearinghouse CDFI,certified,bcorporation.net/directory/clearinghouse-cdfi,clearinghousecdfi.com,2014,103.1
UTOPIES,certified,bcorporation.net/directory/utopies,www.utopies.com,2019,122.3
UTOPIES,certified,bcorporation.net/directory/utopies,www.utopies.com,2016,97.5
UTOPIES,certified,bcorporation.net/directory/utopies,www.utopies.com,2013,105.8
Gelfand Partners Architects,certified,bcorporation.net/directory/gelfand-partners-architects,www.gelfand-partners.com,2018,103.7
Gelfand Partners Architects,certified,bcorporation.net/directory/gelfand-partners-architects,www.gelfand-partners.com,2014,101.2
Gelfand Partners Architects,certified,bcorporation.net/directory/gelfand-partners-architects,www.gelfand-partners.com,2013,93.5
"MRW Connected, Inc.",certified,bcorporation.net/directory/mrw-connected-inc,mrwconnected.com/,2017,100.5
"MRW Connected, Inc.",certified,bcorporation.net/directory/mrw-connected-inc,mrwconnected.com/,2015,100
"MRW Connected, Inc.",certified,bcorporation.net/directory/mrw-connected-inc,mrwconnected.com/,2013,114.3
Zevin Asset Management,certified,bcorporation.net/directory/zevin-asset-management,www.zevin.com,2019,131.8
Zevin Asset Management,certified,bcorporation.net/directory/zevin-asset-management,www.zevin.com,2016,112.8
Zevin Asset Management,certified,bcorporation.net/directory/zevin-asset-management,www.zevin.com,2014,96.8
Worldways Social Marketing,certified,bcorporation.net/directory/worldways-social-marketing,www.marketingsocialimpact.com,2017,115.5
Worldways Social Marketing,certified,bcorporation.net/directory/worldways-social-marketing,www.marketingsocialimpact.com,2015,105.7
Sendle,certified,bcorporation.net/directory/sendle,www.sendle.com,2016,91.6
Sendle,certified,bcorporation.net/directory/sendle,www.sendle.com,2014,104.3
Today,certified,bcorporation.net/directory/studio-thick-pty-ltd,today.design,2019,82.7
Today,certified,bcorporation.net/directory/studio-thick-pty-ltd,today.design,2016,82.4
Today,certified,bcorporation.net/directory/studio-thick-pty-ltd,today.design,2014,82.7
Narrative Food,certified,bcorporation.net/directory/out-of-the-box-collective,narrativefood.com,2018,88.3
Narrative Food,certified,bcorporation.net/directory/out-of-the-box-collective,narrativefood.com,2015,97.9
Narrative Food,certified,bcorporation.net/directory/out-of-the-box-collective,narrativefood.com,2013,99.7
Talent Nation,certified,bcorporation.net/directory/talent-nation,www.talentnation.com.au,2017,82.1
Talent Nation,certified,bcorporation.net/directory/talent-nation,www.talentnation.com.au,2015,81.8
Talent Nation,certified,bcorporation.net/directory/talent-nation,www.talentnation.com.au,2013,80
"Dev Equity, LLC",certified,bcorporation.net/directory/dev-equity-llc,www.devequity.com,2019,99.1
"Dev Equity, LLC",certified,bcorporation.net/directory/dev-equity-llc,www.devequity.com,2016,96.8
"Dev Equity, LLC",certified,bcorporation.net/directory/dev-equity-llc,www.devequity.com,2014,88
ECOTIERRA,certified,bcorporation.net/directory/ecotierra,www.ecotierra.co,2017,82.5
ECOTIERRA,certified,bcorporation.net/directory/ecotierra,www.ecotierra.co,2015,87.2
4YOU2 Idiomas,certified,bcorporation.net/directory/4you2-idiomas,www.4y2.org,2017,124.3
4YOU2 Idiomas,certified,bcorporation.net/directory/4you2-idiomas,www.4y2.org,2014,119.7
Seepje B.V.,certified,bcorporation.net/directory/seepje-bv,www.seepje.nl,2018,84.2
AlmaNatura,certified,bcorporation.net/directory/alma-natura-social-sl,www.almanatura.com,2018,153.8
AlmaNatura,certified,bcorporation.net/directory/alma-natura-social-sl,www.almanatura.com,2014,127.8
AlmaNatura,certified,bcorporation.net/directory/alma-natura-social-sl,www.almanatura.com,2013,89.7
Flowers for Dreams,certified,bcorporation.net/directory/flowers-dreams,www.flowersfordreams.com,2019,101.1
Flowers for Dreams,certified,bcorporation.net/directory/flowers-dreams,www.flowersfordreams.com,2016,127.2
Pulper°a Quilap†n,certified,bcorporation.net/directory/pulpera-quilapn,pulperiaquilapan.com,2018,80.6
The Dandavati Group,certified,bcorporation.net/directory/the-dandavati-group,www.dandavatigroup.com,2018,93.7
The Dandavati Group,certified,bcorporation.net/directory/the-dandavati-group,www.dandavatigroup.com,2016,102
Elephants Delicatessen,certified,bcorporation.net/directory/elephants-delicatessen,www.elephantsdeli.com,2017,95.5
Elephants Delicatessen,certified,bcorporation.net/directory/elephants-delicatessen,www.elephantsdeli.com,2015,80.3
NEEV,certified,bcorporation.net/directory/neev,www.neev.life,2016,145.2
NEEV,certified,bcorporation.net/directory/neev,www.neev.life,2014,105.4
Neil Kelly Company,certified,bcorporation.net/directory/neil-kelly-company,www.neilkelly.com,2018,81.7
Neil Kelly Company,certified,bcorporation.net/directory/neil-kelly-company,www.neilkelly.com,2015,91.7
Neil Kelly Company,certified,bcorporation.net/directory/neil-kelly-company,www.neilkelly.com,2013,100.7
Centro de Liderazgo Adaptativo,certified,bcorporation.net/directory/centro-de-liderazgo-adaptativo,www.claeducation.org,2018,92.8
Centro de Liderazgo Adaptativo,certified,bcorporation.net/directory/centro-de-liderazgo-adaptativo,www.claeducation.org,2015,86.6
Shoremount,certified,bcorporation.net/directory/shoremount,www.shoremount.com,2017,82.6
Shoremount,certified,bcorporation.net/directory/shoremount,www.shoremount.com,2015,87.9
City Of Roses Disposal & Recycling Inc | COR,certified,bcorporation.net/directory/city-of-roses-disposal-recycling-inc,cityofrosesdisposal.com,2018,98
City Of Roses Disposal & Recycling Inc | COR,certified,bcorporation.net/directory/city-of-roses-disposal-recycling-inc,cityofrosesdisposal.com,2016,89.6
City Of Roses Disposal & Recycling Inc | COR,certified,bcorporation.net/directory/city-of-roses-disposal-recycling-inc,cityofrosesdisposal.com,2013,99.4
dutch,certified,bcorporation.net/directory/dutch,www.dutch.com,2018,82.6
dutch,certified,bcorporation.net/directory/dutch,www.dutch.com,2016,87
dutch,certified,bcorporation.net/directory/dutch,www.dutch.com,2013,80.8
"Blue Marble Ice Cream, LLC",certified,bcorporation.net/directory/blue-marble-ice-cream-llc,www.bluemarbleicecream.com,2017,80.3
Mayfly Outdoors,certified,bcorporation.net/directory/mayfly-outdoors,mayflyoutdoors.com,2018,81.9
Ciudad Luz,certified,bcorporation.net/directory/ciudad-luz,www.ciudadluz.cl,2018,82.1
"Hawaiian Paddle Sports, LLC",certified,bcorporation.net/directory/hawaiian-paddle-sports-llc,hawaiianpaddlesports.com,2017,86.8
"Hawaiian Paddle Sports, LLC",certified,bcorporation.net/directory/hawaiian-paddle-sports-llc,hawaiianpaddlesports.com,2015,88.3
PAPEL SEMENTE IND E COMERCIO LTDA,certified,bcorporation.net/directory/papel-semente-ind-e-comercio-ltda,www.papelsemente.com.br,2018,120
PAPEL SEMENTE IND E COMERCIO LTDA,certified,bcorporation.net/directory/papel-semente-ind-e-comercio-ltda,www.papelsemente.com.br,2014,122.7
Kuli Kuli,certified,bcorporation.net/directory/kuli-kuli,www.kulikulifoods.com,2019,102.6
Kuli Kuli,certified,bcorporation.net/directory/kuli-kuli,www.kulikulifoods.com,2016,90.1
Kuli Kuli,certified,bcorporation.net/directory/kuli-kuli,www.kulikulifoods.com,2014,97.3
KeepCup,certified,bcorporation.net/directory/keepcup,keepcup.com,2019,107.4
KeepCup,certified,bcorporation.net/directory/keepcup,keepcup.com,2016,93.4
KeepCup,certified,bcorporation.net/directory/keepcup,keepcup.com,2014,83.8
Aither Pty Ltd,certified,bcorporation.net/directory/aither-pty-ltd,aither.com.au,2016,85.9
Aither Pty Ltd,certified,bcorporation.net/directory/aither-pty-ltd,aither.com.au,2014,131.1
62ABOVE,certified,bcorporation.net/directory/idea,theideabrand.com,2016,80.5
62ABOVE,certified,bcorporation.net/directory/idea,theideabrand.com,2014,81.6
Two Dudes Painting Company,certified,bcorporation.net/directory/two-dudes-painting-company,www.twodudes.com,2018,80.7
Two Dudes Painting Company,certified,bcorporation.net/directory/two-dudes-painting-company,www.twodudes.com,2016,81.6
Social Impact Architects,certified,bcorporation.net/directory/social-impact-architects,socialimpactarchitects.com,2018,110.9
Social Impact Architects,certified,bcorporation.net/directory/social-impact-architects,socialimpactarchitects.com,2016,143.3
Social Impact Architects,certified,bcorporation.net/directory/social-impact-architects,socialimpactarchitects.com,2014,128.4
Education Changemakers,certified,bcorporation.net/directory/education-changemakers,www.educationchangemakers.com,2017,92.2
Education Changemakers,certified,bcorporation.net/directory/education-changemakers,www.educationchangemakers.com,2014,83.4
Nossa Familia Coffee,certified,bcorporation.net/directory/nossa-familia-coffee,www.nossacoffee.com,2018,91.3
Nossa Familia Coffee,certified,bcorporation.net/directory/nossa-familia-coffee,www.nossacoffee.com,2016,88.6
Jim's Organic Coffee,certified,bcorporation.net/directory/jims-organic-coffee,jimsorganiccoffee.com,2019,88
Jim's Organic Coffee,certified,bcorporation.net/directory/jims-organic-coffee,jimsorganiccoffee.com,2016,92.2
Jim's Organic Coffee,certified,bcorporation.net/directory/jims-organic-coffee,jimsorganiccoffee.com,2014,81.1
Vermont Creamery,certified,bcorporation.net/directory/vermont-creamery,www.vermontcreamery.com,2017,88.5
Vermont Creamery,certified,bcorporation.net/directory/vermont-creamery,www.vermontcreamery.com,2016,85.2
Vermont Creamery,certified,bcorporation.net/directory/vermont-creamery,www.vermontcreamery.com,2013,80.1
PV Squared,certified,bcorporation.net/directory/pv-squared,www.pvsquared.coop,2019,119
PV Squared,certified,bcorporation.net/directory/pv-squared,www.pvsquared.coop,2016,141.1
PV Squared,certified,bcorporation.net/directory/pv-squared,www.pvsquared.coop,2014,121
NewInc Construtora,certified,bcorporation.net/directory/newinc-construtora,www.newinc.com.br,2018,115.2
NewInc Construtora,certified,bcorporation.net/directory/newinc-construtora,www.newinc.com.br,2014,113.3
The Black Sheep Agency,certified,bcorporation.net/directory/the-black-sheep-agency,www.theblacksheepagency.com,2018,81.8
The Black Sheep Agency,certified,bcorporation.net/directory/the-black-sheep-agency,www.theblacksheepagency.com,2016,88.5
Alaska Glacial Mud Co.,certified,bcorporation.net/directory/alaska-glacial-mud-co,www.alaskaglacialmud.com,2018,80
Alaska Glacial Mud Co.,certified,bcorporation.net/directory/alaska-glacial-mud-co,www.alaskaglacialmud.com,2016,132
Alaska Glacial Mud Co.,certified,bcorporation.net/directory/alaska-glacial-mud-co,www.alaskaglacialmud.com,2014,84.9
M†s Verde,certified,bcorporation.net/directory/m†s-verde,www.masverde.cl,2017,87.1
M†s Verde,certified,bcorporation.net/directory/m†s-verde,www.masverde.cl,2015,82.3
Daproim Africa Limited,certified,bcorporation.net/directory/daproim-africa-limited,www.daproim.com,2016,101.3
Daproim Africa Limited,certified,bcorporation.net/directory/daproim-africa-limited,www.daproim.com,2014,88.8
Smartrip,certified,bcorporation.net/directory/smartrip,www.smartrip.cl,2016,83.6
Smartrip,certified,bcorporation.net/directory/smartrip,www.smartrip.cl,2014,97.3
"Scoutcomms, Inc.",certified,bcorporation.net/directory/scoutcomms-inc,www.scoutcommsusa.com,2017,125.1
"Scoutcomms, Inc.",certified,bcorporation.net/directory/scoutcomms-inc,www.scoutcommsusa.com,2015,115.6
GA Circular,certified,bcorporation.net/directory/ga-circular,www.gacircular.com,2018,91.5
GA Circular,certified,bcorporation.net/directory/ga-circular,www.gacircular.com,2016,83.2
Dopper B.V.,certified,bcorporation.net/directory/dopper-bv,www.dopper.com,2018,101.8
Dopper B.V.,certified,bcorporation.net/directory/dopper-bv,www.dopper.com,2016,132.4
Dopper B.V.,certified,bcorporation.net/directory/dopper-bv,www.dopper.com,2014,109.3
Revivn,certified,bcorporation.net/directory/revivn,revivn.com,2019,93.7
Revivn,certified,bcorporation.net/directory/revivn,revivn.com,2016,81.6
Revivn,certified,bcorporation.net/directory/revivn,revivn.com,2014,137.9
TYF Adventure,certified,bcorporation.net/directory/the-tyf-group,www.tyf.com,2017,93.3
TYF Adventure,certified,bcorporation.net/directory/the-tyf-group,www.tyf.com,2014,82.7
Red-Inc,certified,bcorporation.net/directory/red-inc,www.red-inc.com,2017,85.2
wehlers,certified,bcorporation.net/directory/wehlers,www.wehlers.com,2018,82.9
wehlers,certified,bcorporation.net/directory/wehlers,www.wehlers.com,2016,97
"Pyramid Communications, Inc.",certified,bcorporation.net/directory/pyramid-communications,pyramidcommunications.com,2019,110.6
"Pyramid Communications, Inc.",certified,bcorporation.net/directory/pyramid-communications,pyramidcommunications.com,2016,97.3
"Pyramid Communications, Inc.",certified,bcorporation.net/directory/pyramid-communications,pyramidcommunications.com,2014,82.8
Raining Rose Inc.,certified,bcorporation.net/directory/raining-rose-inc,www.rainingrose.com,2018,80.2
Raining Rose Inc.,certified,bcorporation.net/directory/raining-rose-inc,www.rainingrose.com,2015,80
Teadora,certified,bcorporation.net/directory/teadora,www.teadorabeauty.com,2018,138.2
Teadora,certified,bcorporation.net/directory/teadora,www.teadorabeauty.com,2016,138.1
Edge Environment,certified,bcorporation.net/directory/edge-environment,www.edgeenvironment.com.au,2016,93.4
Bloomin,certified,bcorporation.net/directory/bloomin,bloominpromotions.com,2018,91.8
Bloomin,certified,bcorporation.net/directory/bloomin,bloominpromotions.com,2016,91
Out Leadership,certified,bcorporation.net/directory/out-leadership,outleadership.com,2016,106.4
Out Leadership,certified,bcorporation.net/directory/out-leadership,outleadership.com,2014,97
re:focus partners,certified,bcorporation.net/directory/refocus-partners,www.refocuspartners.com,2019,118.8
re:focus partners,certified,bcorporation.net/directory/refocus-partners,www.refocuspartners.com,2016,90.8
