Bloomin,certified,Office Products & Printing,bcorporation.net/directory/bloomin,bloominpromotions.com,2016,91.0,29.2,38.3,7.5,16.1
Out Leadership,certified,Other,bcorporation.net/directory/out-leadership,outleadership.com,2016,106.4,25.7,4.5,15.2,25.8
Out Leadership,certified,Other,bcorporation.net/directory/out-leadership,outleadership.com,2014,97.0,30.6,5.1,6.8,0.0
re:focus partners,certified,Other,bcorporation.net/directory/refocus-partners,www.refocuspartners.com,2019,118.8,51.3,0.0,18.4,
re:focus partners,certified,Other,bcorporation.net/directory/refocus-partners,www.refocuspartners.com,2016,90.8,17.5,4.8,13.8,29.0
"ThinkShout, Inc",certified,IT Software & Services/Web Design,bcorporation.net/directory/thinkshout-inc,thinkshout.com,2017,101.4,22.5,13.4,16.6,31.9
"ThinkShout, Inc",certified,IT Software & Services/Web Design,bcorporation.net/directory/thinkshout-inc,thinkshout.com,2015,80.5,15.4,6.5,12.5,27.3
D-Orbit spa,certified,Machinery & Equipment,bcorporation.net/directory/d-orbit,www.dorbit.space,2019,82.2,13.1,23.1,16.5,24.8
D-Orbit spa,certified,Machinery & Equipment,bcorporation.net/directory/d-orbit,www.dorbit.space,2016,96.0,15.4,41.5,14.6,24.5
D-Orbit spa,certified,Machinery & Equipment,bcorporation.net/directory/d-orbit,www.dorbit.space,2014,84.2,13.5,44.8,7.6,18.3
Fratelli Carli SpA,certified,Food & Beverage,bcorporation.net/directory/fratelli-carli-spa,www.oliocarli.it,2019,98.3,16.1,41.0,13.5,24.1
Fratelli Carli SpA,certified,Food & Beverage,bcorporation.net/directory/fratelli-carli-spa,www.oliocarli.it,2016,97.3,25.1,42.4,7.2,22.6
Fratelli Carli SpA,certified,Food & Beverage,bcorporation.net/directory/fratelli-carli-spa,www.oliocarli.it,2014,90.1,22.5,39.6,5.4,22.5
LIFT Economy,certified,Management and Financial Consulting,bcorporation.net/directory/lift-economy,www.lifteconomy.com,2019,154.7,42.8,8.3,20.2,46.2
LIFT Economy,certified,Management and Financial Consulting,bcorporation.net/directory/lift-economy,www.lifteconomy.com,2016,134.2,35.4,19.3,22.5,38.7
LIFT Economy,certified,Management and Financial Consulting,bcorporation.net/directory/lift-economy,www.lifteconomy.com,2014,81.0,39.2,10.2,6.7,0.0
Technicians For Sustainability,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/technicians-sustainability,www.tfssolar.com,2018,135.1,24.1,47.3,9.5,54.0
Technicians For Sustainability,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/technicians-sustainability,www.tfssolar.com,2016,108.4,23.3,50.7,11.8,22.6
Technicians For Sustainability,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/technicians-sustainability,www.tfssolar.com,2014,92.9,21.5,40.5,6.6,24.3
BancoEstado Microempresas,certified,Credit Provider,bcorporation.net/directory/bancoestado-microempresas,www.bancoestado.cl,2017,97.9,23.5,5.7,17.6,28.7
BancoEstado Microempresas,certified,Credit Provider,bcorporation.net/directory/bancoestado-microempresas,www.bancoestado.cl,2015,107.0,28.2,0.4,12.9,25.5
Super Humane,certified,IT Software & Services/Web Design,bcorporation.net/directory/super-humane,www.superhumane.com,2016,118.8,36.1,12.1,11.8,
Super Humane,certified,IT Software & Services/Web Design,bcorporation.net/directory/super-humane,www.superhumane.com,2014,92.4,28.5,8.9,6.0,0.0
Altitude Learning,certified,Education & Training Services,bcorporation.net/directory/altschool-pbc,altitudelearning.com,2019,94.2,9.2,2.5,15.0,34.4
Altitude Learning,certified,Education & Training Services,bcorporation.net/directory/altschool-pbc,altitudelearning.com,2016,100.3,12.5,2.9,16.0,32.9
Altitude Learning,certified,Education & Training Services,bcorporation.net/directory/altschool-pbc,altitudelearning.com,2014,124.6,17.5,3.0,15.7,36.0
Keela (by Networks for Change),certified,IT Software & Services/Web Design,bcorporation.net/directory/keela-networks-change,www.keela.co,2018,97.0,39.6,2.5,14.7,26.7
Keela (by Networks for Change),certified,IT Software & Services/Web Design,bcorporation.net/directory/keela-networks-change,www.keela.co,2016,101.2,41.9,8.9,11.1,26.0
Dunsky Energy Consulting,certified,Sustainability Consulting,bcorporation.net/directory/dunsky-energy-consulting,www.dunsky.com,2019,108.0,24.0,33.9,13.8,33.7
Dunsky Energy Consulting,certified,Sustainability Consulting,bcorporation.net/directory/dunsky-energy-consulting,www.dunsky.com,2016,101.7,20.8,35.5,11.0,34.4
Dunsky Energy Consulting,certified,Sustainability Consulting,bcorporation.net/directory/dunsky-energy-consulting,www.dunsky.com,2014,94.5,22.6,38.8,5.2,27.7
African Bronze Honey Company Limited,certified,Food & Beverage,bcorporation.net/directory/african-bronze-honey-company-inc,www.africanbronzehoney.com,2019,104.9,41.1,31.3,13.2,16.1
African Bronze Honey Company Limited,certified,Food & Beverage,bcorporation.net/directory/african-bronze-honey-company-inc,www.africanbronzehoney.com,2016,100.4,57.1,26.5,16.8,
African Bronze Honey Company Limited,certified,Food & Beverage,bcorporation.net/directory/african-bronze-honey-company-inc,www.africanbronzehoney.com,2014,94.0,57.4,26.4,10.0,0.0
SMAK Food Inc,certified,Restaurant,bcorporation.net/directory/smak-food-inc,www.smakfastfood.com,2017,86.8,41.5,15.2,10.6,19.5
SMAK Food Inc,certified,Restaurant,bcorporation.net/directory/smak-food-inc,www.smakfastfood.com,2015,108.3,50.4,17.6,6.9,33.3
ClearlySo Limited,certified,Other,bcorporation.net/directory/clearlyso-limited,www.clearlyso.com,2017,90.2,12.6,7.8,17.9,24.6
ClearlySo Limited,certified,Other,bcorporation.net/directory/clearlyso-limited,www.clearlyso.com,2015,83.4,16.9,8.4,12.0,20.4
i=Change,certified,Marketing & Communications Services,bcorporation.net/directory/ichange,www.iequalchange.com,2018,98.8,27.7,6.2,7.5,
i=Change,certified,Marketing & Communications Services,bcorporation.net/directory/ichange,www.iequalchange.com,2016,107.8,28.2,5.8,7.6,
i=Change,certified,Marketing & Communications Services,bcorporation.net/directory/ichange,www.iequalchange.com,2014,93.4,22.8,9.2,6.9,0.0
Current Shift,certified,Marketing & Communications Services,bcorporation.net/directory/current-shift,www.currentshiftmedia.com,2017,104.4,51.1,17.9,12.1,
Current Shift,certified,Marketing & Communications Services,bcorporation.net/directory/current-shift,www.currentshiftmedia.com,2015,91.2,42.4,17.7,10.4,0.0
Domoto Brands,certified,Marketing & Communications Services,bcorporation.net/directory/domoto-brands,www.domotobrands.com,2017,81.1,29.9,10.0,14.2,20.8
Domoto Brands,certified,Marketing & Communications Services,bcorporation.net/directory/domoto-brands,www.domotobrands.com,2016,82.4,23.8,10.5,15.1,24.6
SOCAR,certified,Transportation & Logistics,bcorporation.net/directory/socar,www.socar.kr,2016,96.9,22.8,31.5,15.1,27.5
SOCAR,certified,Transportation & Logistics,bcorporation.net/directory/socar,www.socar.kr,2014,101.9,35.0,23.3,13.5,30.1
Whole Whale,certified,IT Software & Services/Web Design,bcorporation.net/directory/whole-whale,www.wholewhale.com,2019,91.2,14.5,6.3,16.4,30.6
Fairphone,certified,Electronics,bcorporation.net/directory/fairphone,www.fairphone.com,2017,106.6,33.5,16.4,13.9,20.6
Fairphone,certified,Electronics,bcorporation.net/directory/fairphone,www.fairphone.com,2015,103.7,33.9,15.7,8.1,21.7
Sector 3 - Consultoria de Gestão,certified,Management and Financial Consulting,bcorporation.net/directory/sector-3-consultoria-de-gesto,sector3.pt,2017,87.5,23.1,3.8,8.8,22.3
Sector 3 - Consultoria de Gestão,certified,Management and Financial Consulting,bcorporation.net/directory/sector-3-consultoria-de-gesto,sector3.pt,2015,81.1,25.2,7.2,7.2,0.0
beebox,certified,Food & Beverage,bcorporation.net/directory/beebox,www.thebeebox.nl,2017,109.3,44.1,30.8,15.2,19.2
beebox,certified,Food & Beverage,bcorporation.net/directory/beebox,www.thebeebox.nl,2016,112.9,44.6,36.3,15.2,16.8
beebox,certified,Food & Beverage,bcorporation.net/directory/beebox,www.thebeebox.nl,2014,105.2,48.0,24.6,14.5,18.0
Bazzani Building Company,certified,Design/Build,bcorporation.net/directory/bazzani-building-company,www.bazzani.com,2016,138.5,50.7,63.1,5.1,19.6
Bazzani Building Company,certified,Design/Build,bcorporation.net/directory/bazzani-building-company,www.bazzani.com,2014,149.7,44.5,64.1,8.1,32.8
The School of Life Australia,certified,Education & Training Services,bcorporation.net/directory/the-school-of-life-australia,www.theschooloflife.com.au,2017,80.1,24.1,12.0,12.3,24.1
The School of Life Australia,certified,Education & Training Services,bcorporation.net/directory/the-school-of-life-australia,www.theschooloflife.com.au,2014,80.8,31.0,10.2,10.4,20.5
Love Bottle,certified,Home & Personal Care,bcorporation.net/directory/love-bottle,www.lovebottle.com,2019,97.4,68.6,13.1,14.5,
Love Bottle,certified,Home & Personal Care,bcorporation.net/directory/love-bottle,www.lovebottle.com,2016,93.7,37.4,15.4,9.3,22.7
MIO,certified,"Housewares, Home Furnishings, & Accessories",bcorporation.net/directory/mio,www.mioculture.com,2016,92.2,22.9,31.7,10.8,13.0
MIO,certified,"Housewares, Home Furnishings, & Accessories",bcorporation.net/directory/mio,www.mioculture.com,2014,80.0,24.2,29.5,4.5,8.2
SoFine Food,certified,Food & Beverage,bcorporation.net/directory/sofine-food,www.dressitupdressing.com/,2016,89.5,47.9,22.7,18.9,
Conscience Bay Company LLC,certified,Equity Investor - Developed Markets,bcorporation.net/directory/conscience-bay-company-llc,cbayco.com,2019,83.9,19.4,27.2,14.1,21.9
Conscience Bay Company LLC,certified,Equity Investor - Developed Markets,bcorporation.net/directory/conscience-bay-company-llc,cbayco.com,2016,84.0,14.8,19.8,18.7,30.7
ECO2LIBRIUM,certified,Other,bcorporation.net/directory/eco2librium,www.eco2librium.net,2019,161.2,36.2,34.9,17.8,27.3
ECO2LIBRIUM,certified,Other,bcorporation.net/directory/eco2librium,www.eco2librium.net,2016,180.1,54.4,44.0,14.2,21.1
ECO2LIBRIUM,certified,Other,bcorporation.net/directory/eco2librium,www.eco2librium.net,2014,147.6,35.5,45.0,8.6,19.5
Better Future,certified,Other,bcorporation.net/directory/better-future,better-future.com,2016,96.7,24.4,9.7,14.4,24.2
Better Future,certified,Other,bcorporation.net/directory/better-future,better-future.com,2014,103.3,30.4,10.3,8.0,28.1
Sair da Casca,certified,Management and Financial Consulting,bcorporation.net/directory/sair-da-casca,www.sairdacasca.com,2018,81.8,22.8,11.3,11.7,23.2
Happy Valley Meat Company,certified,Food & Beverage,bcorporation.net/directory/happy-valley-meat-company,happyvalleymeat.com,2017,94.4,54.4,15.0,12.9,12.1
Happy Valley Meat Company,certified,Food & Beverage,bcorporation.net/directory/happy-valley-meat-company,happyvalleymeat.com,2015,84.0,57.8,7.8,18.4,0.0
SALOMMON IDEAS EN ACCIÓN,certified,Marketing & Communications Services,bcorporation.net/directory/salommon-ideas-en-accin,www.salommon.com.ar,2017,106.9,92.7,3.5,10.7,
SALOMMON IDEAS EN ACCIÓN,certified,Marketing & Communications Services,bcorporation.net/directory/salommon-ideas-en-accin,www.salommon.com.ar,2015,83.3,47.2,3.1,10.6,0.0
Honest to Goodness,certified,Food & Beverage,bcorporation.net/directory/honest-to-goodness,www.goodness.com.au,2017,89.7,23.4,33.4,8.5,18.4
Honest to Goodness,certified,Food & Beverage,bcorporation.net/directory/honest-to-goodness,www.goodness.com.au,2015,87.1,32.2,27.9,8.9,15.7
Brown Bread Ltd,certified,Other,bcorporation.net/directory/brown-bread-ltd,www.brownbread.co.nz,2017,94.9,32.1,7.6,10.2,21.4
Brown Bread Ltd,certified,Other,bcorporation.net/directory/brown-bread-ltd,www.brownbread.co.nz,2015,84.4,28.4,5.3,6.2,24.3
Quinn & Partners Inc.,certified,Sustainability Consulting,bcorporation.net/directory/quinn-partners-inc,quinnandpartners.com,2019,108.2,19.9,10.4,16.0,31.0
Quinn & Partners Inc.,certified,Sustainability Consulting,bcorporation.net/directory/quinn-partners-inc,quinnandpartners.com,2016,122.4,31.7,10.4,17.4,32.9
Quinn & Partners Inc.,certified,Sustainability Consulting,bcorporation.net/directory/quinn-partners-inc,quinnandpartners.com,2014,103.1,26.0,11.2,8.0,31.2
BioRumo,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/biorumo,www.biorumo.com,2017,96.3,22.2,23.2,6.0,22.4
BioRumo,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/biorumo,www.biorumo.com,2013,83.0,16.5,19.3,6.6,25.6
Abreu Advogados,certified,Legal,bcorporation.net/directory/abreu-advogados,www.abreuadvogados.com,2018,81.1,18.2,10.1,19.1,33.5
Abreu Advogados,certified,Legal,bcorporation.net/directory/abreu-advogados,www.abreuadvogados.com,2015,80.5,26.2,12.3,13.8,28.2
The Social Deck,certified,Marketing & Communications Services,bcorporation.net/directory/the-social-deck,www.thesocialdeck.com,2018,86.8,22.3,7.5,12.2,21.5
The Social Deck,certified,Marketing & Communications Services,bcorporation.net/directory/the-social-deck,www.thesocialdeck.com,2016,90.2,31.6,9.2,13.7,0.0
Montagne Alternative,certified,Hospitality,bcorporation.net/directory/montagne-alternative,www.montagne-alternative.com,2016,84.1,39.8,16.9,8.3,17.8
Montagne Alternative,certified,Hospitality,bcorporation.net/directory/montagne-alternative,www.montagne-alternative.com,2014,89.7,36.4,10.9,11.9,28.1
Pro Bono Australia,certified,Print Publications,bcorporation.net/directory/pro-bono-australia,www.probonoaustralia.com.au,2016,80.2,19.0,5.7,9.8,22.7
Pro Bono Australia,certified,Print Publications,bcorporation.net/directory/pro-bono-australia,www.probonoaustralia.com.au,2014,93.6,23.1,11.0,9.7,23.5
Grupo GAIA,certified,Other,bcorporation.net/directory/grupo-gaia,grupogaia.com.br,2016,109.7,50.2,5.1,18.5,29.9
Grupo GAIA,certified,Other,bcorporation.net/directory/grupo-gaia,grupogaia.com.br,2014,113.2,30.2,8.5,14.5,31.7
GroundFloor Media,certified,Marketing & Communications Services,bcorporation.net/directory/groundfloor-media,www.groundfloormedia.com,2018,96.3,32.1,5.3,10.3,34.3
GroundFloor Media,certified,Marketing & Communications Services,bcorporation.net/directory/groundfloor-media,www.groundfloormedia.com,2016,91.2,21.1,8.8,10.7,31.7
Geekie,certified,Education & Training Services,bcorporation.net/directory/geekie,www.geekie.com.br,2017,87.7,13.8,6.1,16.1,22.3
Geekie,certified,Education & Training Services,bcorporation.net/directory/geekie,www.geekie.com.br,2014,82.9,18.7,6.7,13.4,14.1
Lohas Beans,certified,Growers,bcorporation.net/directory/lohas-beans,www.lohasbeans.com,2016,90.4,47.6,16.7,11.1,15.0
Lohas Beans,certified,Growers,bcorporation.net/directory/lohas-beans,www.lohasbeans.com,2014,95.3,41.7,30.1,8.2,15.2
SnappCar,certified,Other,bcorporation.net/directory/snappcar,www.snappcar.nl,2017,82.3,19.0,24.9,14.6,23.8
SnappCar,certified,Other,bcorporation.net/directory/snappcar,www.snappcar.nl,2015,84.8,23.8,26.8,9.7,24.4
Mejor en Bici,certified,Transportation & Logistics,bcorporation.net/directory/mejor-en-bici,www.mejorenbici.com,2018,98.5,19.5,5.9,19.5,27.7
Mejor en Bici,certified,Transportation & Logistics,bcorporation.net/directory/mejor-en-bici,www.mejorenbici.com,2015,93.9,24.0,5.4,13.4,21.1
SunBug Solar LLC,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/sunbug-llc,sunbugsolar.com,2017,81.3,17.4,36.6,6.9,20.4
Lineage Botanica,certified,Food & Beverage,bcorporation.net/directory/lineage-botanica,lineagebotanica.com,2018,89.9,48.5,30.3,10.9,
"Jia-Wei Co., CPAs",certified,Accounting Services,bcorporation.net/directory/jia-wei-co-cpas,www.jwcpas.com.tw,2017,84.8,29.8,8.2,8.2,34.9
"Jia-Wei Co., CPAs",certified,Accounting Services,bcorporation.net/directory/jia-wei-co-cpas,www.jwcpas.com.tw,2015,100.3,39.0,7.0,10.9,33.1
Pure Chemistry S.A.S.,certified,Home & Personal Care,bcorporation.net/directory/pure-chemistry-sas,www.purechemistryonline.com,2018,80.3,20.3,28.0,11.0,20.8
Pure Chemistry S.A.S.,certified,Home & Personal Care,bcorporation.net/directory/pure-chemistry-sas,www.purechemistryonline.com,2015,82.2,25.6,34.8,5.1,16.7
Marque Lawyers,certified,Legal,bcorporation.net/directory/marque-lawyers,www.marquelawyers.com.au,2018,80.5,22.0,7.4,11.1,34.7
Marque Lawyers,certified,Legal,bcorporation.net/directory/marque-lawyers,www.marquelawyers.com.au,2014,85.8,31.3,7.9,10.2,33.7
Food.Stories.Travel.,certified,Travel & Leisure,bcorporation.net/directory/foodstoriestravel,www.foodstoriestravel.com,2019,85.5,33.7,27.1,16.1,
Food.Stories.Travel.,certified,Travel & Leisure,bcorporation.net/directory/foodstoriestravel,www.foodstoriestravel.com,2016,92.4,47.4,31.5,13.5,
Food.Stories.Travel.,certified,Travel & Leisure,bcorporation.net/directory/foodstoriestravel,www.foodstoriestravel.com,2014,84.6,46.0,19.5,13.3,0.0
Rogue Creamery,certified,Agricultural Services,bcorporation.net/directory/rogue-creamery,www.roguecreamery.com,2018,136.6,40.2,57.9,18.2,20.2
Rogue Creamery,certified,Agricultural Services,bcorporation.net/directory/rogue-creamery,www.roguecreamery.com,2016,138.1,44.3,52.5,17.3,24.0
Bureo Inc,certified,"Sports Equipment, Toys & Accessories",bcorporation.net/directory/bureo-inc,bureo.co,2017,80.4,26.8,26.1,17.1,10.2
Bureo Inc,certified,"Sports Equipment, Toys & Accessories",bcorporation.net/directory/bureo-inc,bureo.co,2015,90.1,35.3,25.5,17.0,12.2
StartSomeGood,certified,Other,bcorporation.net/directory/startsomegood,www.startsomegood.com,2018,102.5,25.4,13.2,12.0,
StartSomeGood,certified,Other,bcorporation.net/directory/startsomegood,www.startsomegood.com,2016,107.6,28.0,1.5,13.1,21.6
Envoys/Zambo,certified,Education & Training Services,bcorporation.net/directory/oba-sas,www.envoys.com,2018,81.5,22.2,3.5,14.8,20.2
Envoys/Zambo,certified,Education & Training Services,bcorporation.net/directory/oba-sas,www.envoys.com,2014,83.7,33.6,5.2,13.4,12.9
TripZero,certified,Travel & Leisure,bcorporation.net/directory/tripzero,www.tripzero.events,2017,106.4,54.4,38.2,13.8,
TripZero,certified,Travel & Leisure,bcorporation.net/directory/tripzero,www.tripzero.events,2014,82.8,33.0,38.7,11.0,0.0
O'Connells OBM,certified,Accounting Services,bcorporation.net/directory/oconnells-obm,www.oconnellsobm.com.au,2019,80.7,22.0,7.6,9.2,33.8
O'Connells OBM,certified,Accounting Services,bcorporation.net/directory/oconnells-obm,www.oconnellsobm.com.au,2016,84.5,19.5,7.3,10.2,42.2
O'Connells OBM,certified,Accounting Services,bcorporation.net/directory/oconnells-obm,www.oconnellsobm.com.au,2014,84.8,21.6,6.8,9.8,41.6
Sawday's,certified,Hospitality,bcorporation.net/directory/sawdays,sawdays.co.uk,2019,96.2,27.1,4.8,7.3,54.4
Symplicity Designs Inc,certified,Management and Financial Consulting,bcorporation.net/directory/symplicity-designs-inc,www.symplicity.ca,2017,112.5,37.4,8.9,15.1,32.3
Symplicity Designs Inc,certified,Management and Financial Consulting,bcorporation.net/directory/symplicity-designs-inc,www.symplicity.ca,2015,110.3,46.0,8.7,9.7,23.6
Núcleo Ambiental S.A.S.,certified,Other,bcorporation.net/directory/núcleo-ambiental-sas,www.nucleoambiental.org,2018,105.4,36.2,16.5,15.2,37.3
Núcleo Ambiental S.A.S.,certified,Other,bcorporation.net/directory/núcleo-ambiental-sas,www.nucleoambiental.org,2016,90.3,28.8,26.2,11.4,23.9
Cleaver Co,certified,Restaurant,bcorporation.net/directory/the-cleaver-co,cleaverco.com,2017,95.9,42.9,24.2,13.8,15.0
Cleaver Co,certified,Restaurant,bcorporation.net/directory/the-cleaver-co,cleaverco.com,2014,87.9,47.3,12.1,7.0,21.4
Doing Good Works,certified,Other,bcorporation.net/directory/doing-good-works,www.doinggoodworks.com,2019,80.6,32.8,3.4,14.3,28.7
GIVN Goods,certified,Food & Beverage,bcorporation.net/directory/givn-goods,www.givnwater.com,2017,102.7,76.9,9.8,16.0,
GIVN Goods,certified,Food & Beverage,bcorporation.net/directory/givn-goods,www.givnwater.com,2015,102.0,83.8,5.6,12.6,0.0
NICO,certified,Real Estate Development,bcorporation.net/directory/nico,mynico.com,2018,94.1,19.3,45.6,9.3,19.8
Brink Communications,certified,Marketing & Communications Services,bcorporation.net/directory/brink-communications,www.brinkcomm.com,2019,100.7,29.5,6.3,13.5,27.6
Brink Communications,certified,Marketing & Communications Services,bcorporation.net/directory/brink-communications,www.brinkcomm.com,2016,101.7,28.0,7.3,13.3,28.6
Soapbox,certified,Home & Personal Care,bcorporation.net/directory/soapbox-soaps,www.soapboxsoaps.com,2017,111.7,51.9,26.6,14.5,18.7
Soapbox,certified,Home & Personal Care,bcorporation.net/directory/soapbox-soaps,www.soapboxsoaps.com,2015,115.5,61.8,25.8,8.9,19.0
Roots for Sustainability (R4S),certified,Sustainability Consulting,bcorporation.net/directory/roots-sustainability-r4s,www.r4sgroup.com,2019,131.2,21.1,8.1,15.7,26.0
Roots for Sustainability (R4S),certified,Sustainability Consulting,bcorporation.net/directory/roots-sustainability-r4s,www.r4sgroup.com,2016,104.6,34.7,8.5,13.0,
Roots for Sustainability (R4S),certified,Sustainability Consulting,bcorporation.net/directory/roots-sustainability-r4s,www.r4sgroup.com,2014,100.2,32.7,7.0,7.7,0.0
reThink llc,certified,"Sports Equipment, Toys & Accessories",bcorporation.net/directory/rethink-llc,rethink-llc.com,2017,84.0,34.7,30.8,13.7,
reThink llc,certified,"Sports Equipment, Toys & Accessories",bcorporation.net/directory/rethink-llc,rethink-llc.com,2016,90.3,34.4,18.4,13.9,17.1
CoLab Cooperative,certified,Research & Design,bcorporation.net/directory/colab-cooperative,www.colab.coop,2016,91.3,22.1,4.4,16.7,39.2
General Bio,certified,Industrial Manufacturing,bcorporation.net/directory/general-bio,www.generalbio.co.kr/eng/,2017,166.9,107.5,26.4,10.4,22.6
General Bio,certified,Industrial Manufacturing,bcorporation.net/directory/general-bio,www.generalbio.co.kr/eng/,2015,161.5,83.2,39.4,15.8,23.2
Helios Investment Partners,certified,Equity Investor - Emerging Markets,bcorporation.net/directory/helios-investment-partners,www.heliosinvestment.com,2019,97.9,15.7,11.9,15.0,28.1
CauseLabs,certified,IT Software & Services/Web Design,bcorporation.net/directory/causelabs,causelabs.com,2019,106.6,22.2,8.4,16.8,36.0
CauseLabs,certified,IT Software & Services/Web Design,bcorporation.net/directory/causelabs,causelabs.com,2016,86.1,15.9,6.2,12.1,34.1
CauseLabs,certified,IT Software & Services/Web Design,bcorporation.net/directory/causelabs,causelabs.com,2014,82.0,13.5,8.4,12.3,32.5
Fetzer Vineyards,certified,Food & Beverage,bcorporation.net/directory/fetzer-vineyards,fetzer.com,2017,95.1,21.6,38.7,16.6,18.2
Fetzer Vineyards,certified,Food & Beverage,bcorporation.net/directory/fetzer-vineyards,fetzer.com,2015,80.2,18.3,35.6,7.7,18.4
HQ Raleigh,certified,Other,bcorporation.net/directory/hq-raleigh,hq.community,2018,83.8,19.8,21.2,12.9,19.1
HQ Raleigh,certified,Other,bcorporation.net/directory/hq-raleigh,hq.community,2016,82.2,25.3,13.6,16.5,21.9
EdOps,certified,Education & Training Services,bcorporation.net/directory/edops,www.ed-ops.com,2019,94.9,16.1,4.0,16.4,29.5
EdOps,certified,Education & Training Services,bcorporation.net/directory/edops,www.ed-ops.com,2016,85.4,13.5,5.1,15.0,24.1
EdOps,certified,Education & Training Services,bcorporation.net/directory/edops,www.ed-ops.com,2014,82.0,13.9,5.1,12.9,21.9
Connective Impact,certified,Sustainability Consulting,bcorporation.net/directory/connective-impact,www.connectiveimpact.com,2017,90.8,27.8,2.8,6.0,
Metalli Lindberg srl,certified,Marketing & Communications Services,bcorporation.net/directory/metalli-lindberg-srl,www.metalli-lindberg.com,2017,86.5,24.2,9.0,11.6,30.3
C and L LLC dba Conscious Coffees,certified,Agricultural Services,bcorporation.net/directory/c-and-l-llc-dba-conscious-coffees,consciouscoffees.com,2017,108.5,50.8,24.2,11.9,21.6
C and L LLC dba Conscious Coffees,certified,Agricultural Services,bcorporation.net/directory/c-and-l-llc-dba-conscious-coffees,consciouscoffees.com,2016,105.6,50.8,24.2,6.9,23.7
C and L LLC dba Conscious Coffees,certified,Agricultural Services,bcorporation.net/directory/c-and-l-llc-dba-conscious-coffees,consciouscoffees.com,2014,102.8,51.1,20.5,6.4,24.7
Blair Lauren Brown Inc,certified,Jewelry,bcorporation.net/directory/blair-lauren-brown-inc,www.blairlaurenbrown.com,2016,89.0,52.1,23.7,13.2,0.0
Only Natural Pet,certified,Pet Products,bcorporation.net/directory/only-natural-pet,www.onlynaturalpet.com,2018,86.1,24.6,30.5,14.4,16.5
Ecoflora Agro S.A.S,certified,Agricultural Services,bcorporation.net/directory/ecoflora-agro-sas,www.ecofloragro.com,2016,83.5,19.1,25.0,15.2,24.2
Ecoflora Agro S.A.S,certified,Agricultural Services,bcorporation.net/directory/ecoflora-agro-sas,www.ecofloragro.com,2015,81.5,24.6,29.2,9.6,18.1
Climate Advisers,certified,Sustainability Consulting,bcorporation.net/directory/climate-advisers,climateadvisers.com,2019,81.2,16.6,5.6,15.0,28.4
Climate Advisers,certified,Sustainability Consulting,bcorporation.net/directory/climate-advisers,climateadvisers.com,2016,80.5,12.5,7.9,11.9,25.2
Climate Advisers,certified,Sustainability Consulting,bcorporation.net/directory/climate-advisers,climateadvisers.com,2014,90.4,16.7,20.6,14.6,27.8
Teak Yew,certified,Management and Financial Consulting,bcorporation.net/directory/teak-yew,www.teakyew.com,2017,89.3,68.3,8.0,8.3,
Wider Sense GmbH,certified,Nonprofit Consulting & Fundraising,bcorporation.net/directory/beyond-philanthropy,www.widersense.org,2017,124.3,36.1,9.5,11.1,27.9
Wider Sense GmbH,certified,Nonprofit Consulting & Fundraising,bcorporation.net/directory/beyond-philanthropy,www.widersense.org,2015,93.2,25.9,6.7,15.1,21.3
Impact Hub Oakland,certified,Other,bcorporation.net/directory/impact-hub-oakland,www.oakland.impacthub.net,2016,88.9,41.6,5.9,13.0,28.4
Triple P International Pty Ltd,certified,Education & Training Services,bcorporation.net/directory/triple-p-international-pty-ltd,www.triplep.net,2017,81.2,14.8,8.1,8.0,23.6
Nudge B.V.,certified,Online Community,bcorporation.net/directory/nudge-bv,nudge.nl,2016,82.3,31.8,12.0,11.6,21.4
Nudge B.V.,certified,Online Community,bcorporation.net/directory/nudge-bv,nudge.nl,2014,119.3,56.9,26.5,14.4,21.5
Flip Labs,certified,Management and Financial Consulting,bcorporation.net/directory/flip-labs,www.fliplabs.com,2017,88.0,28.6,6.5,12.4,
Flip Labs,certified,Management and Financial Consulting,bcorporation.net/directory/flip-labs,www.fliplabs.com,2015,84.9,22.9,6.8,13.6,0.0
Hora Salud,certified,Healthcare Providers,bcorporation.net/directory/hora-salud,www.horasalud.cl,2017,117.8,32.5,7.4,12.3,26.6
Hora Salud,certified,Healthcare Providers,bcorporation.net/directory/hora-salud,www.horasalud.cl,2014,103.1,18.1,4.5,9.7,18.6
Beekeeper's Naturals Inc.,certified,Food & Beverage,bcorporation.net/directory/beekeepers-naturals-inc,www.beekeepersnaturals.com,2018,86.1,30.7,18.1,13.3,17.4
Beekeeper's Naturals Inc.,certified,Food & Beverage,bcorporation.net/directory/beekeepers-naturals-inc,www.beekeepersnaturals.com,2016,114.2,69.1,7.8,17.3,0.0
DDJ&,certified,Fine Arts,bcorporation.net/directory/ddj,www.dixon-dejaeger.com,2018,80.4,34.5,15.0,10.8,
The TAN2000 International Regulatory Corporation,certified,Other,bcorporation.net/directory/the-tan2000-international-holdings-corporation,www.tanrc.org,2018,82.0,54.9,4.4,22.6,
